gene_ID,C_0,C_15,C_30,C_60,S_0,S_15,S_30,S_60,WT_0,WT_15,WT_30,WT_60,log2fc_C_0_WT_0,log2fc_C_15_WT_15,log2fc_C_30_WT_30,log2fc_C_60_WT_60,log2fc_S_0_WT_0,log2fc_S_15_WT_15,log2fc_S_30_WT_30,log2fc_S_60_WT_60,qC_0_WT_0,qC_15_WT_15,qC_30_WT_30,qC_60_WT_60,qS_0_WT_0,qS_15_WT_15,qS_30_WT_30,qS_60_WT_60,cluster
AT1G56650,52.4572,77.5336,65.2282,77.0547,78.0297,34.7311,34.3368,68.8092,88.7575,91.073,92.0137,87.8673,0.75873,0.232203,0.496353,0.189443,0.185846,1.3908,1.42209,0.352724,0.188752,0.999842,0.691318,0.999842,0.999842,0.00225554,0.00225554,0.999842,1
AT1G62510,37.9349,119.23,41.2403,41.4509,40.3209,95.1556,71.5905,28.6711,66.7823,106.807,126.061,56.9349,0.81594,-0.158739,1.61199,0.457909,0.727937,0.166646,0.816281,0.989714,0.182259,0.999842,0.00748685,0.947318,0.32836,0.999842,0.516265,0.0990192,1
AT1G68530,95.6023,102.105,78.833,112.108,92.7247,71.1682,58.4452,94.6564,160.261,160.949,131.329,112.902,0.745306,0.656551,0.736316,0.0101817,0.789399,1.1773,1.16803,0.254297,0.215664,0.489448,0.238457,0.999842,0.169792,0.0118963,0.00587253,0.999842,1
AT1G68795,2.26573,3.27468,2.15958,1.45223,1.78794,2.77766,4.20645,1.27437,6.58456,4.14013,5.94492,8.07928,1.53911,0.338324,1.4609,2.47596,1.88078,0.575807,0.499052,2.66445,0.0895647,0.999842,0.11754,0.00225554,0.0330747,0.999842,0.999842,0.00225554,1
AT1G72610,341.174,212.967,251.919,188.402,260.131,183.335,210.985,178.059,749.294,560.076,613.338,521.877,1.13503,1.39499,1.28372,1.46989,1.52629,1.61114,1.53954,1.55136,0.0232287,0.00415009,0.00748685,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,1
AT1G76240,9.11018,6.69582,6.96976,8.94097,7.41767,7.43978,5.32797,8.63716,20.4678,16.7256,17.3871,21.1573,1.16781,1.32072,1.31884,1.24265,1.46432,1.16873,1.70636,1.29252,0.0118963,0.0266529,0.00587253,0.00748685,0.00415009,0.0627796,0.00225554,0.00415009,1
AT1G77760,30.1796,35.8235,37.1787,26.7456,20.8302,36.7309,47.9359,21.0418,75.6643,99.1445,107.13,71.6642,1.32604,1.46863,1.52681,1.42195,1.86094,1.43254,1.16018,1.768,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00415009,0.0381382,0.00225554,1
AT1G78450,1.94967,1.20034,1.29553,1.34769,1.29408,1.19398,0.704253,1.27944,3.37055,1.88676,3.26772,2.76446,0.789759,0.652464,1.33474,1.03651,1.38106,0.660126,2.21412,1.11148,0.792959,0.999842,0.245824,0.593511,0.235211,0.999842,0.0495276,0.543931,1
AT1G79160,14.4773,10.0112,13.2316,12.0522,12.239,6.76224,9.63479,11.9185,20.695,9.32068,20.3996,17.9458,0.515489,-0.103103,0.624553,0.574356,0.7578,0.462934,1.08222,0.590441,0.715788,0.999842,0.495929,0.638486,0.257527,0.999842,0.0467763,0.613312,1
AT2G02450,2.24204,3.6974,3.18299,1.61413,2.2416,4.08547,3.26152,2.34331,4.45288,4.35881,6.81786,5.62649,0.989927,0.237422,1.09894,1.80148,0.990212,0.0934304,1.06377,1.26369,0.264585,0.999842,0.0903116,0.0146178,0.264127,0.999842,0.11627,0.0602062,1
AT2G32160,12.6658,8.50782,10.2123,15.6784,13.744,12.2248,9.41015,15.4641,32.6089,19.7515,29.6188,30.0041,1.36432,1.2151,1.5362,0.936377,1.24646,0.692149,1.65422,0.95624,0.00225554,0.0146178,0.00225554,0.0678284,0.015928,0.403814,0.00225554,0.0513685,1
AT2G33480,10.0229,6.25614,10.3415,13.4912,11.6519,7.60822,7.64616,14.1828,14.5227,9.17591,17.6317,23.8771,0.535011,0.552578,0.769725,0.82361,0.317735,0.270292,1.20537,0.751487,0.7024,0.847055,0.243578,0.142577,0.999842,0.999842,0.0196585,0.225254,1
AT2G37750,2.59061,4.40665,1.24999,3.65278,6.35487,1.83847,6.57703,2.00924,5.36048,5.38346,6.8087,14.283,1.04907,0.288851,2.44546,1.96723,-0.2455,1.55003,0.0499441,2.82958,0.667805,0.999842,0.0467763,0.0439841,0.999842,0.302405,0.999842,0.00225554,1
AT2G40670,1.77132,0.863242,1.59841,1.72872,1.36665,1.01164,0.848347,1.04152,3.63454,2.72693,4.05652,5.68854,1.03695,1.65944,1.3436,1.71836,1.41113,1.43058,2.25752,2.44936,0.63448,0.419392,0.40097,0.0939512,0.309938,0.548721,0.104741,0.0255307,1
AT2G47890,8.77674,8.67588,14.5636,10.2481,8.11615,10.0339,11.8836,10.4145,10.6218,19.1123,15.8273,15.9858,0.275267,1.13942,0.120046,0.64144,0.388155,0.929613,0.413443,0.618195,0.999842,0.0449349,0.999842,0.464437,0.999842,0.187151,0.974603,0.513132,1
AT2G48020,21.4335,16.7676,16.2828,22.8613,22.2936,14.7221,14.3806,19.7552,25.4188,30.3788,21.953,26.0636,0.246028,0.857389,0.431065,0.189134,0.189267,1.04508,0.610294,0.399807,0.999842,0.119492,0.836697,0.999842,0.999842,0.0449349,0.422032,0.902814,1
AT2G19570,3.91295,4.50062,3.59122,6.72108,5.47022,5.58132,4.91716,4.55665,8.3123,11.0797,11.604,14.1421,1.08699,1.29972,1.69208,1.07323,0.603649,0.989238,1.23873,1.63395,0.281471,0.128462,0.00587253,0.112244,0.848313,0.356242,0.0873508,0.00587253,1
AT2G36750,20.4831,20.6042,28.5919,14.5267,24.4198,26.5943,25.1064,14.9528,20.3398,43.15,30.5937,23.9074,-0.010126,1.06642,0.0976297,0.718748,-0.263746,0.698242,0.285183,0.677039,0.999842,0.0220541,0.999842,0.325718,0.999842,0.305976,0.999842,0.374172,1
AT2G42530,14.0968,16.6376,43.8498,25.5355,17.4166,17.767,40.3737,20.8813,22.3787,27.2568,59.2969,61.0001,0.666757,0.712168,0.435385,1.25631,0.361663,0.617419,0.554541,1.5466,0.575246,0.541213,0.999842,0.00587253,0.999842,0.701057,0.827822,0.00225554,1
AT3G05400,3.35681,6.70786,4.29067,3.16232,3.84282,4.38449,3.85175,1.02235,16.5797,2.88535,8.23406,6.72784,2.30426,-1.21711,0.940403,1.08916,2.10918,-0.603665,1.09609,2.71826,0.00225554,0.130284,0.305573,0.311064,0.00225554,0.855292,0.16305,0.00225554,1
AT3G10450,4.14555,3.99573,3.91348,2.62057,4.2391,3.81263,4.07674,2.27849,9.97166,10.8264,11.6721,7.66167,1.26627,1.43802,1.57654,1.54778,1.23408,1.50569,1.51758,1.74958,0.0232287,0.015928,0.00225554,0.00901084,0.0330747,0.0132684,0.00225554,0.00415009,1
AT3G14680,0.514141,0.449189,0.162898,0.333626,0.432326,0.277293,0.906968,0.168778,2.69407,0.633624,3.95462,2.4112,2.38955,0.496303,4.6015,2.85345,2.63959,1.19221,2.12442,3.83655,0.0232287,0.999842,0.00225554,0.00901084,0.0132684,0.870667,0.0299199,0.00415009,1
AT3G15500,2.72073,0.811421,0.303395,0.653673,1.30252,0.339382,2.96436,1.91628,5.76911,0.671005,10.094,6.82936,1.08436,-0.274127,5.05615,3.38511,2.14704,0.983411,1.7677,1.83344,0.474968,0.999842,0.00225554,0.00225554,0.0504488,0.999842,0.0391221,0.0401162,1
AT3G24520,4.26128,4.78207,4.39244,2.43356,4.35121,5.55556,4.39882,2.7581,11.8159,6.20792,6.36623,4.79678,1.47137,0.376475,0.535417,0.979001,1.44125,0.160177,0.533324,0.798391,0.00415009,0.999842,0.869714,0.32231,0.00587253,0.999842,0.855708,0.503232,1
AT3G27025,1.10531,0.867573,0.355352,0.276268,1.87129,1.00102,4.07426,0.179845,3.82434,3.55792,2.95303,9.06522,1.79076,2.03598,3.05488,5.0362,1.03118,1.82957,-0.46434,5.65551,0.0330747,0.028818,0.00587253,0.00225554,0.431634,0.0627796,0.999842,0.00225554,1
AT3G28270,61.6967,77.6521,59.9796,54.6168,56.9464,66.3451,45.0221,45.5136,302.682,419.924,340.577,312.009,2.29454,2.43503,2.50543,2.51417,2.41012,2.66207,2.91927,2.77722,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,1
AT3G44320,5.98252,7.76846,6.11306,10.5389,8.58548,4.16186,6.25946,9.06619,8.85647,10.4878,9.70274,14.4201,0.565978,0.433017,0.666499,0.452347,0.0448315,1.33342,0.632354,0.669508,0.653561,0.995368,0.441793,0.890425,0.999842,0.0196585,0.500215,0.411071,1
AT3G48720,8.82864,6.62625,4.52546,7.81516,6.74242,5.8964,6.44212,8.26486,15.5027,11.1589,12.5657,12.1098,0.812252,0.751933,1.47335,0.631833,1.20118,0.920293,0.963878,0.551119,0.157225,0.452855,0.00225554,0.502507,0.00748685,0.206797,0.176364,0.651383,1
AT3G49780,12.1316,30.1905,27.4111,41.9775,23.8691,20.0059,24.9075,35.0391,25.8254,49.8412,69.9736,60.7996,1.09002,0.723243,1.35205,0.534444,0.113642,1.31691,1.49023,0.795096,0.240791,0.576898,0.00415009,0.761724,0.999842,0.0558756,0.0118963,0.317634,1
AT3G51860,32.1711,20.4972,15.4108,23.5154,45.9632,22.0959,36.7848,14.0751,78.7861,75.9698,71.7829,92.1998,1.29218,1.89,2.2197,1.97116,0.777462,1.78165,0.964531,2.71161,0.0828077,0.00225554,0.00225554,0.00587253,0.609097,0.00225554,0.176364,0.00225554,1
AT3G55646,13.3107,7.31799,9.31084,14.2397,10.7,9.1899,7.02223,10.8624,24.146,19.6255,19.6084,19.2064,0.859202,1.42321,1.07448,0.43167,1.17418,1.09461,1.48147,0.822237,0.170354,0.0196585,0.0558756,0.904239,0.0567395,0.135298,0.00415009,0.200867,1
AT3G02170,2.56644,1.71673,1.42519,2.31933,2.97878,2.11229,1.28859,3.10346,3.87883,4.19756,2.17644,3.76461,0.595853,1.28989,0.610817,0.69879,0.380902,0.990741,0.756181,0.278622,0.571669,0.028818,0.688431,0.411071,0.999842,0.131558,0.432902,0.999842,1
AT3G08770,7.82081,23.7775,16.0942,2.64397,8.19531,14.7023,11.4792,1.98613,20.7065,31.1113,22.33,2.82687,1.40469,0.387841,0.472437,0.0964995,1.33721,1.0814,0.95996,0.509247,0.0486053,0.999842,0.999842,0.999842,0.0531779,0.252649,0.37456,0.999842,1
AT3G08860,11.1694,16.4459,13.7596,13.2629,16.0048,16.0617,12.1815,10.5615,32.2383,2.66406,14.0722,28.4666,1.52922,-2.62603,0.0324102,1.10187,1.01027,-2.59192,0.208156,1.43046,0.11754,0.00225554,0.999842,0.424593,0.572099,0.00225554,0.999842,0.152067,1
AT3G22560,4.03777,9.93445,5.16484,3.48894,5,6.62145,6.4729,2.74237,11.0633,7.05033,9.42877,10.72,1.45415,-0.494748,0.868346,1.61944,1.14578,0.090544,0.542658,1.96681,0.0850726,0.999842,0.524923,0.0766814,0.261886,0.999842,0.981947,0.0277452,1
AT3G23030,35.6513,16.7651,22.4554,24.0148,25.513,20.7511,20.8143,29.7412,53.7445,39.2205,42.1528,51.6963,0.592162,1.22615,0.908565,1.10614,1.07488,0.918423,1.01805,0.797599,0.440574,0.0220541,0.054991,0.0118963,0.0132684,0.103348,0.0486053,0.125282,1
AT3G24420,6.58127,0.0936811,5.70001,0.0335486,2.63729,5.19848,0.0450447,0.0229978,87.2403,82.5722,107.747,63.9642,3.72856,9.78368,4.24054,10.8968,5.04786,3.98949,11.224,11.4415,0.00225554,0.0997117,0.00225554,0.458996,0.00225554,0.00225554,0.398793,0.751673,1
AT3G26170,4.77503,12.7119,9.50802,8.12086,6.53329,14.5338,10.2175,7.17676,11.5648,10.8855,15.79,15.1977,1.27616,-0.223772,0.731794,0.904154,0.82386,-0.417011,0.627962,1.08245,0.0320121,0.999842,0.78235,0.286469,0.286903,0.999842,0.835376,0.143766,1
AT3G46650,4.00276,4.32374,6.82058,6.0708,4.47902,4.31466,3.15411,4.27227,5.62455,8.79081,9.31403,8.3371,0.490742,1.02372,0.44951,0.45766,0.328555,1.02675,1.56217,0.964542,0.921194,0.130284,0.92062,0.919374,0.999842,0.150873,0.00415009,0.157823,1
AT3G52820,0.360524,2.32248,0.227026,0.582587,0.856965,0.375625,0.831016,0.48206,3.58909,0.174477,1.47249,3.23061,3.31545,-3.73456,2.69733,2.47126,2.06631,-1.10625,0.82531,2.74452,0.00225554,0.0171885,0.0196585,0.015928,0.0196585,0.873118,0.922421,0.00225554,1
AT3G55110,2.31935,1.93149,2.03903,1.36397,2.69969,1.39436,0.876312,1.08919,9.7503,9.85444,7.93693,5.0372,2.07173,2.35106,1.96069,1.88482,1.85265,2.82117,3.17906,2.20937,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,1
AT3G55500,0.464362,1.43247,3.64473,2.73181,0.732128,0.943061,1.66705,2.83001,0.706176,4.55914,5.19024,5.77165,0.604778,1.67026,0.509987,1.07913,-0.0520691,2.27334,1.6385,1.02818,0.999842,0.13653,0.999842,0.230973,0.999842,0.0309671,0.149645,0.316096,1
AT3G56970,0.0721643,0.531212,0.604145,1.22074,0.521107,0.206813,0.0314925,0.218257,2.25373,2.32294,3.55699,2.38238,4.96488,2.12859,2.55769,0.964643,2.11266,3.48956,6.81951,3.4483,0.225254,0.179037,0.042046,0.892338,0.156065,0.261886,0.832108,0.149046,1
AT4G03320,4.15375,4.03835,2.65251,3.54012,4.121,3.72313,5.85421,3.19419,6.35267,4.10713,6.75331,9.10047,0.612947,0.0243632,1.34824,1.36214,0.624368,0.141612,0.20612,1.51049,0.837203,0.999842,0.0670039,0.0766814,0.854423,0.999842,0.999842,0.0458466,1
AT4G20820,2.69525,6.1596,4.26908,2.55136,2.73016,4.76838,3.41865,2.1338,7.40502,3.37143,4.6256,3.4326,1.45809,-0.869475,0.115716,0.428035,1.43952,-0.500136,0.436216,0.685879,0.0196585,0.57803,0.999842,0.999842,0.042046,0.999842,0.999842,0.707853,1
AT4G30350,6.78021,5.97695,8.64663,9.50908,6.09304,6.54569,8.30795,8.95058,8.51532,19.6841,16.9874,17.0854,0.32873,1.71955,0.974255,0.845387,0.482898,1.58842,1.0319,0.932711,0.999842,0.00225554,0.0232287,0.175281,0.707331,0.00225554,0.0132684,0.101929,1
AT4G38620,12.5433,7.85603,8.63401,7.12202,11.4162,6.97668,7.49798,8.5308,14.3066,10.328,16.3186,11.5849,0.189766,0.394687,0.918411,0.701893,0.3256,0.565949,1.12194,0.441498,0.999842,0.999842,0.0789703,0.382358,0.999842,0.757377,0.0320121,0.907122,1
AT4G02420,8.22051,14.5026,14.9469,7.60088,9.24094,13.1964,15.5555,9.77507,17.9423,24.2342,25.4748,21.7045,1.12607,0.740737,0.769229,1.51375,0.957254,0.876895,0.71165,1.15081,0.015928,0.256674,0.162508,0.00225554,0.0430158,0.110213,0.222316,0.00225554,1
AT4G03060,29.6623,17.063,23.5688,25.8625,25.8814,17.883,15.2106,20.3799,29.5917,21.4492,31.1455,25.7603,-0.00343631,0.330047,0.402149,-0.00571511,0.193279,0.262331,1.03395,0.338001,0.999842,0.999842,0.918488,0.999842,0.999842,0.999842,0.0266529,0.999842,1
AT4G11650,1.97877,1.95731,0.126324,1.08438,3.48547,0.722704,1.10675,0.0861196,7.71428,0.905378,9.96279,11.5537,1.96293,-1.11228,6.30135,3.41341,1.14618,0.325115,3.17023,7.0678,0.0540901,0.908005,0.0619243,0.00225554,0.457548,0.999842,0.00901084,0.176364,1
AT4G16680,2.65193,0.740802,1.61496,1.06265,1.17625,1.36419,0.99588,1.09981,6.2399,6.01609,5.64372,4.22262,1.23448,3.02167,1.80515,1.99047,2.40733,2.14078,2.5026,1.94088,0.401322,0.138316,0.149046,0.0410864,0.00587253,0.0361308,0.0567395,0.0584616,1
AT4G30340,4.3223,4.58898,5.06545,8.47268,4.64628,3.74226,4.26228,8.55178,6.95874,7.57116,10.5245,13.9874,0.687028,0.722341,1.05499,0.723235,0.582752,1.01661,1.30406,0.709827,0.432541,0.429185,0.0232287,0.279314,0.631739,0.105412,0.00587253,0.284374,1
AT4G32340,11.9789,14.7196,14.8926,18.5667,9.0595,11.968,12.177,17.8083,22.531,17.4495,24.1724,30.843,0.911422,0.245441,0.69877,0.732226,1.31441,0.544002,0.989202,0.792392,0.128462,0.999842,0.420294,0.324554,0.0118963,0.809089,0.0694445,0.230491,1
AT4G34135,18.8545,15.6191,22.8137,15.2897,14.5147,17.7175,20.12,16.0907,18.2015,33.6485,21.1959,25.3119,-0.0508455,1.10724,-0.106116,0.727261,0.326547,0.925368,0.0751527,0.653587,0.999842,0.0341157,0.999842,0.303662,0.999842,0.145593,0.999842,0.473269,1
AT5G01500,9.68407,9.89624,11.3924,12.834,8.32097,8.44546,8.28938,11.988,12.2168,17.5461,17.7136,17.2164,0.335185,0.826195,0.636788,0.423816,0.554046,1.0549,1.09552,0.522187,0.999842,0.185013,0.384082,0.863765,0.587146,0.0410864,0.0220541,0.634906,1
AT5G01520,7.89002,10.2989,5.8292,5.49162,8.67183,9.68862,11.4773,6.56982,15.827,7.67942,8.45043,14.2276,1.00429,-0.423419,0.535727,1.37339,0.86798,-0.335295,-0.441692,1.11477,0.120767,0.999842,0.771888,0.0449349,0.251334,0.999842,0.919187,0.14316,1
AT5G01840,9.85854,8.66986,9.82643,12.8074,10.341,7.04298,4.57733,9.5007,17.677,17.1499,19.4924,16.854,0.84243,0.984121,0.988173,0.396105,0.773502,1.28394,2.09033,0.826982,0.194022,0.20829,0.0997117,0.999842,0.276869,0.0439841,0.00225554,0.262317,1
AT5G05410,7.31082,8.26789,11.4735,4.12674,7.60981,13.0975,25.3474,7.54836,11.8554,6.94256,25.3217,19.5789,0.697444,-0.252051,1.14206,2.24622,0.639616,-0.915746,-0.0014622,1.37506,0.721176,0.999842,0.180647,0.00225554,0.829558,0.298776,0.999842,0.0820379,1
AT5G26630,0.488095,0.26319,0.24884,0.172289,0.124124,0,0.194816,0.205167,0.674041,0.643977,0.418226,0.365961,0.465675,1.2909,0.749063,1.08686,2.44105,65535,1.10217,0.834888,0.999842,0.947318,0.999842,1,0.474704,0.00225554,0.999842,1,1
AT5G39090,2.03242,2.12854,1.73954,2.09415,2.33141,1.805,3.12208,2.21716,4.23206,3.1364,3.24778,6.59966,1.05816,0.559246,0.900744,1.65603,0.860157,0.797115,0.0569469,1.57368,0.265458,0.999842,0.453659,0.00587253,0.519069,0.649143,0.999842,0.015928,1
AT5G41315,0.440387,0.509706,0.51609,0.176749,0.516977,0.360973,0.238918,0.148933,2.00117,2.46259,1.84741,1.14575,2.184,2.27244,1.83981,2.69652,1.95267,2.77021,2.95092,2.94355,0.0132684,0.0476943,0.0593278,0.0266529,0.0341157,0.0104867,0.00415009,0.0391221,1
AT5G53200,8.29771,7.14768,7.1707,8.38278,6.36672,6.26828,5.57892,6.51634,23.4351,17.8276,18.1898,18.9577,1.49789,1.31857,1.34295,1.17729,1.88005,1.50797,1.70507,1.54065,0.0118963,0.0881169,0.0486053,0.0774578,0.00225554,0.0439841,0.00901084,0.0266529,1
AT5G57655,10.3725,8.10877,8.55236,16.7045,18.9159,7.43602,16.8543,14.4296,21.4171,8.25916,30.1867,37.1387,1.046,0.0265106,1.81952,1.15269,0.179165,0.151464,0.840799,1.36389,0.16305,0.999842,0.00587253,0.11627,0.999842,0.999842,0.501572,0.0381382,1
AT5G57710,35.7724,33.3718,41.0469,49.7333,30.2422,32.5847,33.8211,44.3835,58.9968,64.4905,69.2705,77.7305,0.721791,0.950458,0.75497,0.644268,0.964073,0.984892,1.03432,0.808458,0.2228,0.0593278,0.169225,0.365973,0.0341157,0.0522654,0.0184341,0.138316,1
AT5G65870,43.2598,48.382,56.5909,65.5556,54.6184,30.6938,35.4069,46.1533,77.777,65.4117,73.9008,91.3276,0.846318,0.43508,0.385019,0.478333,0.509958,1.0916,1.06156,0.984618,0.133423,0.969815,0.970151,0.840698,0.714978,0.0458466,0.0277452,0.093231,1
AT5G06530,8.41553,6.69086,6.67221,5.67527,8.74227,6.46748,4.92203,4.77148,36.4134,29.8533,28.4424,19.7455,2.11334,2.15763,2.0918,1.79876,2.05839,2.20662,2.53072,2.04901,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,1
AT5G09930,6.80911,10.0221,10.8646,3.11244,9.19013,12.0685,10.9804,3.44657,16.0122,14.579,14.8266,7.99709,1.23363,0.540702,0.448548,1.36143,0.801014,0.272646,0.433259,1.21432,0.0146178,0.662933,0.901024,0.0401162,0.241273,0.999842,0.941588,0.0766814,1
AT5G13170,28.0156,99.0249,28.2637,27.5993,49.6147,59.5548,75.4138,18.0636,95.5025,37.7839,39.5519,89.2437,1.76931,-1.39002,0.484797,1.69312,0.94477,-0.656446,-0.931081,2.30466,0.0104867,0.0146178,0.752623,0.0636326,0.308723,0.401322,0.10121,0.00587253,1
AT5G15500,21.0894,30.6162,18.4549,15.0315,27.7526,30.1257,27.2939,18.6274,40.9331,10.8338,20.8884,32.2379,0.956751,-1.49876,0.178703,1.10077,0.560646,-1.47546,-0.385875,0.791334,0.478695,0.0196585,0.999842,0.319658,0.960087,0.015928,0.999842,0.655501,1
AT5G17700,1.20366,1.07093,1.30257,0.67978,0.54033,0.720864,0.597738,0.364575,4.59382,6.70357,6.09365,3.96596,1.93227,2.64606,2.22594,2.54453,3.08778,3.21713,3.34972,3.44338,0.0104867,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,0.00225554,1
AT5G18600,37.9156,43.8462,45.0912,62.6433,24.9633,38.7056,32.7564,61.7677,58.6887,66.6532,68.7428,104.273,0.63029,0.604222,0.608363,0.735129,1.23327,0.784131,1.06943,0.755437,0.415827,0.611523,0.397515,0.179037,0.0118963,0.257527,0.0146178,0.196675,1
AT5G24140,0.511617,0.269592,0.340312,0.472539,0.304188,0.22187,0.183773,0.172973,1.19435,1.68828,1.43929,1.36657,1.2231,2.6467,2.08043,1.53205,1.9732,2.92776,2.96937,2.98194,0.370379,0.0243883,0.0410864,0.135918,0.137713,0.015928,0.00748685,0.0132684,1
AT5G43580,8.9415,11.6687,1.7324,4.38768,8.20369,1.62136,8.56059,2.01642,34.9067,13.1803,48.132,37.6959,1.96492,0.175741,4.79615,3.10288,2.08916,3.02311,2.49121,4.22454,0.0627796,0.999842,0.00225554,0.00225554,0.0266529,0.0266529,0.00415009,0.00587253,1
AT5G47250,1.13727,1.24039,1.17846,0.93357,1.04782,0.937954,1.02053,0.78561,2.66896,2.73626,2.75057,2.25848,1.2307,1.14141,1.22283,1.27452,1.34888,1.54461,1.4304,1.52347,0.0619243,0.130922,0.0476943,0.0678284,0.0330747,0.0381382,0.0196585,0.0184341,1
AT5G52320,19.1779,23.7987,30.2576,25.5939,19.3473,16.9204,20.6783,20.0879,27.8538,39.993,39.7269,30.9318,0.538428,0.748865,0.392816,0.273287,0.525743,1.24098,0.942,0.622765,0.594845,0.28936,0.943994,0.999842,0.614612,0.00901084,0.0391221,0.421764,1
AT5G57910,5.60605,4.66059,4.18148,5.02572,5.63255,4.87181,6.27668,5.50147,9.69246,8.80758,9.97918,15.0716,0.789878,0.918235,1.25491,1.58443,0.783074,0.854289,0.668919,1.45394,0.553952,0.38469,0.079759,0.00748685,0.569786,0.444625,0.741812,0.0277452,1
"ATCG00470,ATCG00480",1322.71,1928.33,2262.48,1844.08,3675.31,3859.07,3208.33,3267.19,3355.42,3608.54,3965.09,3700.12,1.34299,0.90406,0.809448,1.00467,-0.131375,-0.0968404,0.305531,0.179523,0.0243883,0.367998,0.404753,0.182259,0.999842,0.999842,0.999842,0.999842,1
AT1G02520,0.769085,0.120653,0.134569,0.209726,0.193893,0.305558,0.434791,0.557346,0.169125,0.142922,0.11145,0.198781,-2.18506,0.244367,-0.271944,-0.0773248,-0.197171,-1.09622,-1.96392,-1.48739,0.0146178,1,1,1,1,0.773035,0.107451,0.222316,2
AT1G05100,6.18314,1.95615,1.70205,1.29679,3.40697,1.62509,11.8488,8.30337,5.99734,3.01487,3.48432,18.9632,-0.0440184,0.624079,1.03361,3.87019,0.815832,0.891579,-1.76579,1.19144,0.999842,0.99444,0.393707,0.00225554,0.665717,0.65684,0.00225554,0.343133,2
AT1G08920,5.72354,8.43485,5.87578,13.9887,6.97203,4.40989,12.4004,10.7513,26.5613,10.0775,26.8097,40.1335,2.21434,0.2567,2.1899,1.52055,1.92967,1.19232,1.11236,1.90029,0.00225554,0.999842,0.00225554,0.0146178,0.00415009,0.042046,0.199835,0.00225554,2
AT1G09500,75.8878,57.9892,62.4092,72.9521,109.289,60.6691,120.23,73.2398,120.865,140.992,113.89,284.416,0.671458,1.28176,0.867808,1.96298,0.145248,1.21658,-0.0781606,1.9573,0.642729,0.0132684,0.26504,0.0184341,0.999842,0.0232287,0.999842,0.0184341,2
AT1G09510,0.186441,0.0485012,0.0383413,0.249885,2.83762,0.91184,1.26187,0.221109,0.739215,0.393598,2.40772,3.71755,1.98728,3.02063,5.97262,3.89502,-1.94061,-1.21206,0.932108,4.07152,0.489726,0.507871,0.619695,0.0255307,0.269295,0.9249,0.857099,0.0602062,2
AT1G11330,6.35953,3.88937,6.36435,9.77372,9.68054,6.87683,7.93194,11.9502,12.8642,5.83826,9.20177,18.2971,1.01637,0.586004,0.531899,0.904635,0.410206,-0.236205,0.214237,0.614584,0.0410864,0.654341,0.62461,0.0636326,0.935856,0.999842,0.999842,0.416165,2
AT1G15010,33.6994,0.873142,0.664777,5.62909,15.2934,0.8028,14.0692,11.557,3.81843,0.689854,2.13583,22.9514,-3.14167,-0.339926,1.68385,2.02761,-2.00186,-0.21875,-2.71968,0.989817,0.00225554,0.999842,0.502304,0.00901084,0.028818,0.999842,0.00587253,0.505619,2
AT1G15670,1.28564,1.03075,1.23433,2.85995,1.49052,1.19167,1.40984,2.88629,0.881679,1.42183,2.28201,9.32344,-0.544157,0.464056,0.886582,1.70487,-0.75749,0.254767,0.694779,1.69165,0.999842,0.999842,0.671304,0.00748685,0.909226,0.999842,0.902947,0.0104867,2
AT1G17020,5.76327,7.46838,1.89528,9.02028,12.775,3.59028,15.0318,4.61051,21.5363,3.15976,13.6091,24.1083,1.90181,-1.24098,2.84408,1.41829,0.753442,-0.184281,-0.143446,2.38653,0.00587253,0.275585,0.00225554,0.0997117,0.802778,0.999842,0.999842,0.00225554,2
AT1G18020,0.20314,0.373329,0.612622,0.518804,0.0949234,0.902942,0.210845,0.545308,1.50014,0.760688,0.0885371,2.60529,2.88455,1.02686,-2.79064,2.32818,3.98219,-0.247327,-1.25183,2.2563,0.0486053,0.999842,0.22092,0.0232287,0.0602062,0.999842,1,0.0476943,2
AT1G18710,0.491223,0.384086,0.324535,1.50244,0.505575,0.349858,0.203966,0.673806,3.39164,2.10271,2.21956,4.85304,2.78753,2.45275,2.77383,1.69158,2.74599,2.58741,3.44388,2.84848,0.00587253,0.0895647,0.0220541,0.0449349,0.0255307,0.105412,0.00901084,0.00225554,2
AT1G21240,2.96708,0.205305,0.633248,3.18953,1.64889,1.37594,2.58338,3.43549,3.50302,0.524327,3.22035,6.57005,0.239556,1.35269,2.34637,1.04256,1.0871,-1.39188,0.317957,0.935389,0.999842,0.535468,0.00225554,0.152627,0.201783,0.353292,0.999842,0.218547,2
AT1G21250,43.7658,19.4776,44.3956,77.0765,78.2728,55.0834,50.6168,82.9245,110.64,60.9643,97.8332,168.115,1.338,1.64615,1.13991,1.12509,0.499294,0.146347,0.950709,1.01958,0.0171885,0.00225554,0.128462,0.0361308,0.839492,0.999842,0.170889,0.0766814,2
