gene_ID,C_0,C_15,C_30,C_60,S_0,S_15,S_30,S_60,WT_0,WT_15,WT_30,WT_60,log2fc_C_0_WT_0,log2fc_C_15_WT_15,log2fc_C_30_WT_30,log2fc_C_60_WT_60,log2fc_S_0_WT_0,log2fc_S_15_WT_15,log2fc_S_30_WT_30,log2fc_S_60_WT_60,qC_0_WT_0,qC_15_WT_15,qC_30_WT_30,qC_60_WT_60,qS_0_WT_0,qS_15_WT_15,qS_30_WT_30,qS_60_WT_60,cluster
AT5G37490,0.255223,1.61599,1.03905,0.908733,0.0690023,1.92971,2.14576,1.42282,0.0557613,1.31385,0.289763,1.91777,-2.19442,-0.298619,-1.84232,1.0775,-0.307379,-0.554587,-2.88854,0.430675,1,0.999842,0.14316,0.493383,1,0.999842,0.00225554,0.999842,6
AT5G41740,8.81559,31.9611,16.1165,32.6926,6.2658,48.5159,20.3285,35.6182,7.42347,74.6479,11.3405,22.0899,-0.247963,1.22378,-0.507048,-0.56558,0.244595,0.621643,-0.842016,-0.689231,0.999842,0.0184341,0.690408,0.897412,0.999842,0.711516,0.122094,0.688751,6
AT5G47230,0.768548,72.2429,17.2344,11.9741,0.432108,74.6248,39.7996,17.55,1.05852,75.6286,5.66008,9.84973,0.461844,0.0660753,-1.60639,-0.281756,1.29259,0.0192764,-2.81386,-0.833317,0.999842,0.999842,0.0299199,0.999842,0.459843,0.999842,0.00225554,0.425209,6
AT5G48510,0.51381,0.490405,0.224062,1.01148,0.262894,0.459166,0.361112,0.217194,0.104839,0,0.0737511,0.0239549,-2.29305,65535,-1.60316,-5.40001,-1.3263,65535,-2.29171,-3.18059,0.700714,0.00225554,1,0.98613,1,0.00587253,1,1,6
AT5G54490,3.7097,60.962,30.3943,62.0467,2.75273,56.1949,36.4323,77.7877,2.80535,62.9381,7.29191,38.3969,-0.403121,0.0460237,-2.05943,-0.692362,0.0273207,0.163493,-2.32085,-1.01855,0.999842,0.999842,0.00415009,0.723261,0.999842,0.999842,0.00225554,0.301619,6
AT5G59720,4.22745,31.6331,12.308,4.56505,5.04154,20.7214,81.9531,4.51781,4.40784,10.793,6.84323,4.53316,0.0602838,-1.55133,-0.846853,-0.0101122,-0.193792,-0.941019,-3.58205,0.00489392,0.999842,0.0104867,0.528489,0.999842,0.999842,0.401322,0.00225554,0.999842,6
AT5G59820,44.0024,98.2617,53.4466,101.194,21.4664,94.644,90.9311,126.364,17.8562,118.434,27.1039,77.814,-1.30116,0.269388,-0.979599,-0.379018,-0.265654,0.323505,-1.74627,-0.699485,0.079759,0.999842,0.0766814,0.999842,0.999842,0.999842,0.00225554,0.553685,6
AT5G04340,8.82212,124.766,44.0447,45.6684,9.61358,109.945,69.4468,56.2367,17.8619,125.494,32.9169,54.7134,1.01769,0.00839257,-0.42014,0.260698,0.893739,0.190826,-1.07708,-0.0396159,0.190321,0.999842,0.937626,0.999842,0.341612,0.999842,0.0351302,0.999842,6
AT5G12030,93.9072,854.127,712.468,26.1033,90.8888,995.615,726.385,11.7319,195.12,601.728,955.598,53.03,1.05505,-0.505338,0.423579,1.02258,1.10219,-0.726475,0.39567,2.17637,0.364905,0.915247,0.999842,0.191898,0.167592,0.779309,0.999842,0.00225554,6
AT5G50915,14.4666,16.0209,10.6102,16.5148,20.3724,14.4001,9.7717,15.9966,13.6687,36.8307,18.9538,22.4841,-0.0818444,1.20095,0.837029,0.445148,-0.575738,1.35483,0.955804,0.491143,0.999842,0.0627796,0.130922,0.933717,0.654146,0.00587253,0.0694445,0.853813,6
AT5G51190,1.33886,95.8126,31.1877,31.7189,1.15357,118.422,60.2372,43.2071,1.70356,94.0889,7.10787,13.1826,0.347542,-0.0261912,-2.13349,-1.26671,0.56245,-0.331838,-3.08317,-1.71263,0.999842,0.999842,0.00748685,0.216617,0.999842,0.999842,0.00225554,0.0513685,6
AT5G53870,4.78449,14.1637,4.07038,5.83828,4.35583,10.1493,11.014,5.57905,10.0982,4.51605,9.55122,6.69968,1.07767,-1.64906,1.23052,0.198549,1.21308,-1.16824,-0.205577,0.264072,0.218089,0.0351302,0.127806,0.999842,0.108104,0.150873,0.999842,0.999842,6
AT5G57560,24.4011,62.327,42.3899,90.1005,11.4792,57.7587,75.288,115.926,6.98138,69.8999,20.0712,56.6015,-1.80536,0.165434,-1.07859,-0.670695,-0.717433,0.275254,-1.90729,-1.0343,0.00225554,0.999842,0.028818,0.860412,0.480981,0.999842,0.00225554,0.361153,6
AT5G59550,7.38863,59.8667,32.6977,42.9093,5.59183,49.4017,36.3656,45.7609,6.06073,52.4644,16.3254,32.1889,-0.285817,-0.190416,-1.00207,-0.414727,0.11617,0.0867768,-1.15546,-0.507553,0.999842,0.999842,0.0371458,0.999842,0.999842,0.999842,0.00415009,0.933435,6
AT5G61600,2.44649,149.119,27.1504,27.7097,1.67627,163.563,45.3014,36.841,3.67514,212.914,8.66548,13.2971,0.587085,0.513807,-1.64762,-1.05928,1.13254,0.380425,-2.3862,-1.47021,0.992409,0.825296,0.00415009,0.196151,0.293039,0.999842,0.00225554,0.0266529,6
AT5G64660,4.72955,24.3083,15.404,17.5746,4.29153,21.1547,21.2445,21.8862,3.43385,21.2312,7.3486,14.0795,-0.461874,-0.19526,-1.06776,-0.319897,-0.321663,0.0052076,-1.53155,-0.636431,0.976197,0.999842,0.0255307,0.999842,0.999842,0.999842,0.00225554,0.721176,6
AT5G64870,8.93726,5.03259,2.48574,8.15637,0.858428,7.16312,6.8774,9.33115,1.51505,8.15442,3.41042,5.03198,-2.56047,0.696282,0.456278,-0.696802,0.819597,0.186993,-1.01191,-0.890929,0.00225554,0.603783,0.999842,0.814858,0.708588,0.999842,0.24724,0.463846,6
AT5G66650,0.995364,15.1937,9.83229,22.9458,1.99615,13.5924,12.7998,21.955,1.24629,18.5883,4.32451,12.9648,0.324349,0.290925,-1.18499,-0.823628,-0.679573,0.451594,-1.56551,-0.75995,0.999842,0.999842,0.0602062,0.356242,0.91589,0.91589,0.00225554,0.502507,6
ATMG00020,66.5026,118.014,86.4048,126.408,59.0081,176.387,90.1357,76.5072,68.2898,75.9889,91.7968,72.1429,0.0382585,-0.635101,0.0873324,-0.809154,0.210756,-1.21488,0.0263446,-0.0847376,0.999842,0.546298,0.999842,0.26888,0.999842,0.0299199,0.999842,0.999842,6
ATMG01390,69.2407,142.709,93.3032,140.383,54.8182,170.198,90.0704,75.8682,72.9711,71.8507,96.0128,70.4101,0.0757064,-0.99,0.0412988,-0.995519,0.41267,-1.24414,0.0921735,-0.107713,0.999842,0.116902,0.999842,0.0843149,0.91362,0.015928,0.999842,0.999842,6
ATCG00520,7.50853,15.0636,9.00952,33.3084,6.3325,21.1947,10.0856,8.54144,8.6355,8.28988,11.0693,7.91668,0.201749,-0.861648,0.297039,-2.07292,0.447504,-1.35428,0.134264,-0.109583,0.999842,0.608469,0.999842,0.00225554,0.999842,0.0954246,0.999842,0.999842,6
ATCG00720,30.0105,37.6098,28.2436,54.1707,22.2459,51.5266,31.6791,29.9368,31.5923,25.1781,32.3063,24.1508,0.0741021,-0.578941,0.193894,-1.16544,0.506035,-1.03315,0.028286,-0.309846,0.999842,0.711175,0.999842,0.042046,0.798807,0.0636326,0.999842,0.999842,6
ATCG00040,6.28729,8.45047,5.84039,15.0245,8.52317,15.2783,8.8767,7.49358,7.40531,6.22728,8.2835,7.38024,0.236123,-0.440428,0.504174,-1.02558,-0.20283,-1.29481,-0.0997828,-0.0219881,0.999842,0.990587,0.812869,0.174723,0.999842,0.00748685,0.999842,0.999842,6
ATCG00120,17.3764,28.3211,19.3774,48.878,12.6928,37.1802,21.2157,19.2717,20.6771,19.004,21.9427,18.3309,0.250904,-0.575571,0.179372,-1.4149,0.704026,-0.968227,0.0486117,-0.0722067,0.999842,0.627378,0.999842,0.028818,0.305573,0.12336,0.999842,0.999842,6
ATCG00170,3.39368,3.83495,3.15336,9.99491,4.56959,4.73539,3.46892,3.36159,3.28708,2.8159,3.05955,3.02834,-0.0460449,-0.445611,-0.0435688,-1.72267,-0.475257,-0.749886,-0.181165,-0.150614,0.999842,0.926391,0.999842,0.00225554,0.785474,0.316096,0.999842,0.999842,6
AT1G15380,0.266324,0.750037,0.112791,0.341853,0.27646,0.0673627,4.02366,0.0772725,5.26249,0.688695,13.1876,4.70221,4.30449,-0.123097,6.86939,3.78189,4.2506,3.35384,1.71261,5.92724,0.00587253,0.999842,0.999842,0.995368,0.880393,0.999842,0.999842,0.999842,7
AT1G19960,94.9795,63.5983,38.3807,27.0632,155.118,49.0594,24.6686,28.587,159.202,22.346,48.0088,46.5901,0.745171,-1.50897,0.322919,0.783689,0.0374892,-1.13451,0.960624,0.704663,0.34049,0.0495276,0.999842,0.449283,0.999842,0.127201,0.201783,0.632098,7
AT1G78000,0.781328,0.817006,0.794145,1.16986,0.965491,0.560993,0.656183,0.708419,3.32956,0.670841,1.77374,1.97634,2.09133,-0.284377,1.15932,0.756487,1.786,0.257986,1.43463,1.48015,0.00225554,0.999842,0.379061,0.744214,0.0266529,0.999842,0.194583,0.093231,7
AT1G04580,0.259907,0.0883866,0.0746097,0.247704,1.8818,0.163481,0.648622,0.101134,3.03038,0.0503146,0.767784,1.04776,3.54344,-0.812849,3.36327,2.08061,0.687386,-1.70007,0.243322,3.37297,0.00225554,1,0.0330747,0.042046,0.989751,1,0.999842,0.00748685,7
AT1G06360,0.061489,0.0979079,0.755413,0,0.0373506,0.102181,0.0406892,0.144363,0.146024,0.119645,0,0,1.2478,0.289258,65535,0,1.967,0.227632,65535,65535,1,1,0.00225554,1,1,1,1,1,7
AT1G09380,0.0439284,0.147553,0,0.0335539,0.00843339,0.00530483,0.0298683,0.0136359,0.320237,0.0375579,1.10143,0.411845,2.86591,-1.97405,65535,3.61755,5.24689,2.82374,5.20462,4.91662,0.571472,1,0.00225554,0.366995,0.962806,1,0.428256,0.786097,7
AT1G13520,0.453764,0.080933,0.0159707,0.317036,0.0812562,0.0430234,0.705765,0.486454,3.49811,0.0690227,1.18803,0.77777,2.94656,-0.229657,6.21701,1.2947,5.42796,0.681949,0.751316,0.677038,0.0196585,1,0.764101,0.719742,0.0710676,1,0.999842,0.999842,7
AT1G18810,7.0976,2.10895,2.20654,2.27065,5.35209,2.0726,1.85559,3.1509,16.7659,4.53647,6.12685,6.77355,1.24013,1.10505,1.47336,1.5768,1.64736,1.13013,1.72327,1.10415,0.00748685,0.240791,0.0132684,0.0118963,0.00225554,0.199289,0.00587253,0.123988,7
AT1G26390,1.13437,1.05857,0.198803,1.32827,2.00182,1.13927,0.647527,1.47874,4.91784,0.145945,2.629,2.37022,2.11613,-2.85862,3.7251,0.835472,1.29671,-2.96462,2.0215,0.680658,0.00748685,0.0495276,0.00225554,0.675569,0.181208,0.0391221,0.0196585,0.886658,7
AT1G28650,0,0.00546813,0,0,0,0,0,0,0.447232,0,0.0276757,0.212181,65535,65535,65535,65535,65535,0,65535,65535,0.00225554,1,1,1,0.00225554,1,1,1,7
AT1G29430,12.2608,3.24804,4.18889,5.76022,11.0981,3.16254,1.77698,4.08365,16.9954,3.43971,7.31398,4.40147,0.47109,0.0827168,0.80409,-0.38814,0.614823,0.1212,2.04123,0.108124,0.98631,0.999842,0.652099,0.999842,0.768214,0.999842,0.0255307,0.999842,7
AT1G55330,147.931,131.617,103.853,179.717,329.838,90.4436,93.9663,112.24,118.702,103.876,47.3703,124.316,-0.317579,-0.341481,-1.13248,-0.531721,-1.47441,0.199771,-0.988162,0.147423,0.999842,0.999842,0.0504488,0.700714,0.00415009,0.999842,0.120767,0.999842,7
AT1G56120,0.977647,0.22255,0.455024,1.1425,4.14141,0.448211,0.580636,0.995636,4.13468,0.373762,0.964901,2.25666,2.08039,0.747992,1.08444,0.981997,-0.00234444,-0.262057,0.732748,1.1805,0.00225554,0.999842,0.471263,0.339365,0.999842,0.999842,0.788109,0.130284,7
AT1G66280,0.0293297,0.010993,0.517664,0.086032,2.42099,0.0310154,0.0269528,0.14606,0,0.0254726,0,0.242889,65535,1.21236,65535,1.49735,65535,-0.284036,65535,0.733734,1,1,0.00225554,1,0.00225554,1,1,1,7
AT1G68850,0.018359,0.0159256,0,0,0,0,0.0321654,0,0.406523,0,0.01349,0.074231,4.46878,65535,65535,65535,65535,0,-1.25362,65535,0.837678,1,1,1,0.00225554,1,1,1,7
AT2G23540,0.0142849,0,0.00792404,0.00903473,0,0,0.00421624,0,0.358615,0,0.0970395,0.117652,4.64988,0,3.61426,3.70291,65535,0,4.52454,65535,0.822191,1,1,1,0.00225554,1,1,1,7
AT2G38380,0.218519,0.496481,0.0383698,0.205139,6.86291,0.175249,2.00815,0.0190303,2.11831,0.217489,0.246161,1.89842,3.27708,-1.19079,2.68156,3.21012,-1.69591,0.311541,-3.02819,6.64036,0.11754,0.999842,1,0.0361308,0.132797,1,0.127201,0.798521,7
AT2G44383,0,0.0891089,0.479349,0.847354,0.554406,0.842177,0.854827,0.679218,2.93763,0.103568,0.525842,1.09972,65535,0.216934,0.133551,0.3761,2.40564,-3.02355,-0.701005,0.695189,0.00225554,1,1,0.999842,0.722442,1,1,0.999842,7
AT2G04190,0.283012,0.107179,0.0429089,0.232666,1.01003,0.0670813,0.513646,0.113149,2.22169,0.0487665,0.758392,1.31892,2.97272,-1.13606,4.1436,2.50302,1.13726,-0.460021,0.562168,3.54306,0.00901084,1,0.189802,0.170354,0.724413,1,0.999842,0.042046,7
AT2G21100,0.0145153,0,0,0.0312935,0,0,0.0508596,0,0.473815,0,0.180548,0.0168897,5.02868,0,65535,-0.889717,65535,0,1.82779,65535,0.999842,1,1,1,0.00225554,1,1,1,7
AT3G01345,0.29754,0.423579,0.245737,0.272739,0.267355,0.181799,0.205079,0.201165,2.2836,0.657774,0.381287,0.31921,2.94015,0.634962,0.633763,0.226981,3.09448,1.85525,0.894699,0.666125,0.00415009,0.999842,0.999842,1,0.00748685,0.356616,0.999842,1,7
AT3G09450,6.60792,2.48662,1.55954,0.661105,6.28825,2.26932,2.20581,0.858091,13.2345,4.64207,4.66306,3.75836,1.00204,0.900582,1.58016,2.50715,1.07357,1.03251,1.07997,2.1309,0.0277452,0.392391,0.00587253,0.00225554,0.0132684,0.200342,0.0828077,0.00415009,7
AT3G11430,0.367172,0.706906,0.0103705,0.187429,0.0251748,0,1.10534,0.0134726,9.12607,0.0105773,2.15237,1.95697,4.63547,-6.06248,7.6973,3.38421,8.50187,65535,0.961431,7.18244,0.00225554,0.90039,0.865175,0.0789703,0.380681,1,0.814966,0.758057,7
AT3G50980,0,0.152051,0,0.0636885,0.204121,0,0.483235,0.0118559,1.43896,0,0.934096,0.579678,65535,65535,65535,3.18615,2.81753,0,0.950846,5.61158,0.00225554,1,0.00225554,0.73818,0.522913,1,0.999842,0.459567,7
AT3G60140,3.35236,1.26032,0.156106,1.06746,1.74224,0.269024,10.9048,0.707682,76.6424,1.00234,51.9334,18.8234,4.51489,-0.330416,8.37799,4.14027,5.45913,1.89756,2.2517,4.73328,0.00225554,0.999842,0.00225554,0.00225554,0.00225554,0.405331,0.00415009,0.00225554,7
AT3G01420,0.482568,1.5814,0.051019,1.16421,0.945652,0.169817,2.26249,0.154092,31.364,0.127348,10.7298,13.9371,6.02223,-3.63435,7.71638,3.5815,5.05166,-0.4152,2.24565,6.49899,0.00225554,0.00748685,0.0232287,0.00225554,0.00225554,1,0.00225554,0.00225554,7
AT3G22231,89.3685,11.9694,33.2751,71.1451,233.598,60.3148,33.1937,61.9532,293.713,25.2373,102.949,184.317,1.71657,1.07621,1.62941,1.37335,0.330383,-1.25695,1.63295,1.57294,0.00225554,0.253971,0.00225554,0.00901084,0.999842,0.187151,0.00225554,0.0184341,7
AT3G22235,420.316,179.311,212.382,327.197,764.34,304.679,233.514,306.484,1065.31,234.579,495.109,653.261,1.34172,0.38761,1.22109,0.997501,0.478982,-0.377215,1.08424,1.09184,0.0243883,0.999842,0.0558756,0.245352,0.999842,0.999842,0.191898,0.326499,7
AT3G30843,0.0131326,0,0,0,0.0133931,0.0206151,0,0,0.0160816,0.0564245,0.559453,0,0.292258,65535,65535,0,0.26392,1.45262,65535,0,1,1,0.00225554,1,1,1,0.00225554,1,7
AT3G57510,0.312889,0.162602,0.0383724,0.34393,0.274226,0.0211576,0.64326,0.00860694,3.80209,0.00862486,6.38153,2.18671,3.60307,-4.2367,7.37769,2.66858,3.79336,-1.2946,3.31043,7.98905,0.0361308,1,0.265458,0.0820379,0.0184341,1,0.0104867,0.934043,7
AT4G04223,69.4638,84.0402,63.5612,79.4093,19.7262,11.0835,10.9873,12.2933,10.7363,15.7946,14.3675,20.77,-2.69376,-2.41165,-2.14534,-1.93481,-0.877613,0.511017,0.386968,0.756631,0.00225554,0.00225554,0.00225554,0.00225554,0.432262,0.999842,0.999842,0.627378,7
AT4G08093,2.17648,1.97932,2.57992,2.36463,0.174393,0.00598767,0.0104677,0.0171691,0.0198416,0,0.0169514,0.0489341,-6.77733,65535,-7.24977,-5.59463,-3.13574,65535,0.695463,1.51103,0.726685,0.00225554,0.848838,0.20629,1,1,1,1,7
AT4G29030,0.0300285,0.0279139,0.506216,0.12681,0.0317454,0.0316218,0.0207661,0.0409948,0.984339,0.0789571,0,0.224181,5.03475,1.50009,65535,0.821997,4.95454,1.32015,65535,2.45115,0.883759,1,0.00225554,1,0.846518,1,1,1,7
AT4G32810,0.13815,0.249015,0.104471,0.254274,1.42106,0.226717,0.341217,0.097448,2.29884,0.00663077,0.436279,1.81894,4.0566,-5.23091,2.06214,2.83864,0.693942,-5.09557,0.354561,4.22232,0.00901084,1,0.356951,0.0171885,0.999842,1,0.999842,0.00748685,7
AT4G33610,0.0492071,0.0752109,0,0,0,0,0.112144,0,0.74772,0,0.0939747,0.24814,3.92556,65535,65535,65535,65535,0,-0.255013,65535,0.676159,1,1,1,0.00225554,1,1,1,7
AT4G34588,15.825,18.4139,39.2765,21.4038,17.7226,19.7266,19.7297,17.5385,10.1271,29.5007,16.9222,13.9283,-0.643984,0.679953,-1.21475,-0.619845,-0.807372,0.580606,-0.221449,-0.3325,0.444625,0.513367,0.028818,0.419121,0.182805,0.721802,0.999842,0.999842,7
AT4G37410,3.982,16.0492,29.3313,22.3184,10.336,6.12259,3.95442,21.9254,1.11779,9.89613,4.2433,6.96204,-1.83284,-0.697561,-2.78918,-1.68065,-3.20896,0.692723,0.101722,-1.65502,0.0558756,0.819912,0.143766,0.00225554,0.00225554,0.72406,0.999842,0.00225554,7
AT4G06564,0,0,0,0,0,0,0,0,0,0,0.483764,0,0,0,65535,0,0,0,65535,0,1,1,0.00225554,1,1,1,0.00225554,1,7
AT4G10290,0.0948632,0.23201,4.24819,2.29467,0.750205,0.0937015,0.139928,1.53659,0,0.681568,1.39616,5.27524,65535,1.55467,-1.60538,1.20095,65535,2.86271,3.3187,1.7795,1,0.999842,0.381673,0.574824,0.00225554,0.766219,0.346373,0.126557,7
AT4G12480,20.523,46.0231,35.2704,28.2657,69.6063,19.1736,13.5836,17.4801,9.21134,22.2794,10.3574,25.7544,-1.15576,-1.04664,-1.7678,-0.13423,-2.91774,0.21659,-0.391208,0.559108,0.104061,0.41011,0.00225554,0.999842,0.00225554,0.999842,0.999842,0.943322,7
AT4G12490,25.6148,36.7022,46.9133,20.0791,101.507,30.1303,17.6863,18.2267,11.6546,15.2782,14.6325,17.1219,-1.13608,-1.2644,-1.68082,-0.229853,-3.12261,-0.979743,-0.273452,-0.090215,0.190321,0.183319,0.00225554,0.999842,0.00225554,0.280195,0.999842,0.999842,7
AT4G12500,3.05776,2.19164,8.64192,3.75672,13.3145,3.02006,3.19639,2.89419,0.894057,0.873121,2.32163,1.58113,-1.77404,-1.32775,-1.89622,-1.24852,-3.89649,-1.79032,-0.461309,-0.872205,0.164776,0.661449,0.0522654,0.53274,0.00225554,0.309136,0.999842,0.933631,7
AT4G22610,0,0,0.0330295,0.0336154,0.669304,0,0,0.0418879,0,0,0,0,0,0,65535,65535,65535,0,0,65535,1,1,1,1,0.0232287,1,1,1,7
AT4G35160,0.109927,0.170429,3.70643,1.51493,0.287371,0.0761749,0.0300609,0.985577,0.144614,0.0313502,0.249602,3.13371,0.395669,-2.44263,-3.89233,1.04862,-0.990701,-1.28084,3.05367,1.66883,1,1,0.0220541,0.427321,1,1,1,0.0636326,7
AT5G18030,15.9915,4.68303,4.67646,8.37438,11.8233,3.65276,2.19139,6.4222,28.0845,6.57571,11.5959,12.2412,0.812469,0.489703,1.31012,0.547689,1.24815,0.84816,2.40369,0.930604,0.394319,0.999842,0.250005,0.999842,0.0702626,0.863279,0.0266529,0.517332,7
AT5G18407,0.630703,0,0.444372,0,0,0.970643,0.151841,0.168451,1.43603,0.290031,0.19112,0,1.18705,65535,-1.21729,0,65535,-1.74273,0.33192,65535,0.999842,1,1,1,0.0361308,1,1,1,7
AT5G18840,1.54729,1.18502,0.788878,0.838484,3.49524,1.48354,1.36133,0.818691,0.146038,0.0904137,0.197364,0.0841192,-3.40532,-3.71222,-1.99894,-3.31728,-4.58097,-4.03636,-2.78608,-3.28281,0.0104867,0.0330747,0.134684,0.0602062,0.00225554,0.0255307,0.0232287,0.0619243,7
AT5G26260,0.389995,0.316265,1.81247,0.91799,0.798767,0.268095,0.218622,0.870534,0.0110765,0.041188,0.120592,0.339949,-5.13788,-2.94084,-3.90975,-1.43316,-6.1722,-2.70245,-0.858306,-1.35658,0.946836,1,0.0196585,0.374172,0.946836,1,1,0.420891,7
AT5G54585,10.0873,3.51855,3.16314,4.66961,4.6195,3.64921,1.99871,3.11286,26.0595,7.32247,8.19157,9.52364,1.36927,1.05735,1.37278,1.02821,2.496,1.00475,2.03507,1.61327,0.0184341,0.414238,0.0917893,0.32231,0.00225554,0.4986,0.0196585,0.0330747,7
AT5G65683,10.8463,4.75401,4.06463,3.07996,9.0866,4.2389,3.16586,2.92811,15.1061,5.68627,8.6913,4.63903,0.477924,0.258339,1.09645,0.590913,0.733319,0.423794,1.45697,0.663851,0.730116,0.999842,0.0232287,0.732438,0.200342,0.999842,0.00225554,0.577597,7
AT5G09480,0,0.113949,0,0.00842823,0.00860567,0,0.0829268,0,0.57736,0,0.175544,0.148488,65535,65535,65535,4.13898,6.06804,0,1.08192,65535,0.00225554,1,1,1,0.456515,1,1,1,7
AT5G09520,0.200105,0,0.0299424,0,0,0,0,0.03368,0.837115,0,0.139104,0.35324,2.06467,0,2.2159,65535,65535,0,65535,3.39069,0.75364,1,1,1,0.00225554,1,1,1,7
AT5G09530,0.818097,0.759008,0.541865,0.334147,0.278642,0.643234,1.25355,0.388528,5.28148,0.549612,1.24876,2.75548,2.6906,-0.465702,1.20449,3.04375,4.24446,-0.22693,-0.00552649,2.82621,0.00225554,0.999842,0.418436,0.00415009,0.00225554,0.999842,0.999842,0.00225554,7
AT5G13900,0.172875,0.0461076,0.0281798,0.0623432,0,0,0.0795307,0.0139508,0.725439,0.0262449,0.155993,0.183285,2.06912,-0.812966,2.46875,1.55579,65535,65535,0.971894,3.71566,0.831575,1,1,1,0.00225554,1,1,1,7
AT5G18020,14.8218,5.24879,4.11654,6.75791,13.159,4.21701,2.93014,5.95195,24.8721,9.33298,12.9616,10.7135,0.746807,0.830353,1.65475,0.664785,0.918477,1.14612,2.14521,0.848001,0.533983,0.80691,0.0835581,0.939499,0.309552,0.455106,0.0132684,0.690408,7
AT5G20630,3.20897,1.2847,7.59186,0.197206,2.14556,1.83801,1.80796,2.21141,14.49,6.78934,2.94159,6.3784,2.17488,2.40184,-1.36786,5.01542,2.75563,1.88513,0.702236,1.52823,0.00748685,0.106108,0.243578,0.0320121,0.00225554,0.122715,0.999842,0.343859,7
AT5G29040,0,0,0.00154844,0,0,0,0,0,0.0158149,0,1.03546,0,65535,0,9.38525,0,65535,0,65535,0,1,1,0.478695,1,1,1,0.00225554,1,7
AT5G36920,0.433395,1.7438,5.59731,2.77173,2.64143,1.01057,3.65172,4.9193,1.16891,2.64777,0,2.01733,1.43141,0.602545,65535,-0.458339,-1.17615,1.3896,65535,-1.286,1,1,0.00225554,0.999842,1,1,0.0476943,0.999842,7
AT5G44420,9.95972,1.28753,6.50013,1.70458,2.53663,0.169961,1.82391,3.70457,2.12848,6.12869,35.1926,9.22548,-2.22628,2.25097,2.43673,2.43621,-0.253088,5.17231,4.27016,1.31632,0.0858357,0.314509,0.0196585,0.0341157,0.999842,0.638264,0.00225554,0.39109,7
AT5G48710,0.302584,0.572317,0,0,0,0,0.0989443,0,0.231841,0,1.015,0.239209,-0.384198,65535,65535,65535,65535,0,3.35872,65535,1,1,0.0118963,1,1,1,0.999842,1,7
AT5G65390,3.74287,1.30857,1.29821,5.8554,11.9074,0.661255,0.814757,1.70254,0.398626,1.08417,0.179737,0.90187,-3.23104,-0.271397,-2.85256,-2.69878,-4.90068,0.713312,-2.18048,-0.916699,0.0330747,0.999842,0.36904,0.0467763,0.00225554,0.999842,0.56703,0.999842,7
ATMG00970,0.104577,0.158922,1.12299,0.125832,0.110317,0.202701,0.0852193,0.0443294,0,0,0,0,65535,65535,65535,65535,65535,65535,65535,65535,1,1,0.0196585,1,1,1,1,1,7
ATCG00050,0.816739,3.23631,1.22238,0.439671,5.60712,1.36897,0.979599,1.80592,0,1.4682,0.512417,0.364032,65535,-1.1403,-1.2543,-0.272359,65535,0.100961,-0.934874,-2.3106,1,1,1,1,0.0449349,1,1,1,7
AT1G20620,278.068,299.554,345.553,401.996,263.48,310.308,288.765,508.76,164.008,122.132,187.15,291.961,-0.761672,-1.29438,-0.88471,-0.461404,-0.683927,-1.34527,-0.625698,-0.801207,0.424276,0.0458466,0.298776,0.968886,0.515254,0.0439841,0.588718,0.341256,8
AT1G30760,3.11908,4.88226,4.19628,3.38529,3.50927,5.01227,5.61113,4.60104,0.533867,1.11115,0.913419,1.23969,-2.54657,-2.13549,-2.19976,-1.4493,-2.71662,-2.17341,-2.61894,-1.89199,0.00225554,0.00587253,0.00225554,0.0391221,0.00225554,0.00587253,0.00225554,0.0132684,8
AT1G31710,1.08273,1.95661,2.43601,2.5754,1.62969,1.44584,1.69027,3.71127,0.336007,1.55401,0.785669,1.76202,-1.68811,-0.332359,-1.63253,-0.547567,-2.27803,0.104085,-1.10526,-1.07468,0.0997117,0.999842,0.0330747,0.970151,0.0104867,0.999842,0.299176,0.252231,8
AT1G33930,0.398257,0.288211,0.310842,0.205141,0.407996,0.368649,0.331168,0.288306,0.0563763,0,0,0.05533,-2.82054,65535,65535,-1.89048,-2.8554,65535,65535,-2.38147,0.668051,1,1,1,0.669016,0.00225554,0.00225554,1,8
AT1G44414,1.19899,2.96105,1.7078,0.487326,1.03884,1.44319,2.40213,1.85562,0.346333,1.19752,0.485811,0,-1.79159,-1.30606,-1.81368,65535,-1.58474,-0.269213,-2.30585,65535,1,0.999842,0.999842,1,0.999842,0.999842,0.879498,0.0132684,8
AT1G48480,11.168,9.65015,7.06251,5.29264,10.1769,8.45084,9.2733,6.44662,8.06292,5.60464,4.4151,3.81698,-0.469993,-0.78393,-0.677736,-0.471555,-0.335925,-0.592473,-1.07064,-0.75611,0.840267,0.273545,0.429185,0.921927,0.999842,0.631172,0.0486053,0.325335,8
AT1G53080,0.628245,6.09189,6.1652,6.2347,0.813325,5.69215,11.756,10.0563,0.228904,0.465301,0.75806,2.12045,-1.45658,-3.71065,-3.02376,-1.55595,-1.82909,-3.61274,-3.95494,-2.24566,0.734387,0.00587253,0.00415009,0.168128,0.497774,0.00901084,0.00225554,0.0208548,8
AT1G64660,6.45984,15.6002,7.39162,7.34022,11.5349,15.5109,12.7316,7.93283,9.92336,6.35344,7.03986,11.9641,0.619331,-1.29596,-0.0703424,0.704818,-0.217102,-1.28767,-0.8548,0.592804,0.677077,0.0196585,0.999842,0.589816,0.999842,0.0171885,0.170354,0.775112,8
